timestamp,date,n_sick,calls,sby_need
2019-04-23,2019-04-23,89,10218.0,233.0
2019-04-24,2019-04-24,91,10692.0,330.0
2019-04-25,2019-04-25,82,8862.0,0.0
2019-04-26,2019-04-26,80,8532.0,0.0
2019-04-27,2019-04-27,79,8670.0,0.0
2019-04-28,2019-04-28,80,7314.0,0.0
2019-04-29,2019-04-29,80,9192.0,19.0
2019-04-30,2019-04-30,76,10296.0,236.0
2019-05-01,2019-05-01,69,10494.0,268.0
2019-05-02,2019-05-02,70,9606.0,92.0
2019-05-03,2019-05-03,74,11742.0,523.0
2019-05-04,2019-05-04,66,11334.0,433.0
2019-05-05,2019-05-05,75,10044.0,184.0
2019-05-06,2019-05-06,67,10464.0,260.0
2019-05-07,2019-05-07,78,10944.0,367.0
2019-05-08,2019-05-08,80,10368.0,254.0
2019-05-09,2019-05-09,76,9648.0,106.0
2019-05-10,2019-05-10,80,10638.0,308.0
2019-05-11,2019-05-11,69,8454.0,0.0
2019-05-12,2019-05-12,78,8040.0,0.0
2019-05-13,2019-05-13,82,10698.0,322.0
2019-05-14,2019-05-14,81,9480.0,77.0
2019-05-15,2019-05-15,81,9528.0,87.0
2019-05-16,2019-05-16,81,10866.0,355.0
2019-05-17,2019-05-17,88,8790.0,0.0
2019-05-18,2019-05-18,72,10524.0,277.0
2019-05-19,2019-05-19,78,8316.0,0.0
2019-05-20,2019-05-20,84,9102.0,5.0
2019-05-21,2019-05-21,66,8664.0,0.0
2019-05-22,2019-05-22,76,9480.0,72.0
2019-05-23,2019-05-23,86,8544.0,0.0
2019-05-24,2019-05-24,81,8814.0,0.0
2019-05-25,2019-05-25,76,9846.0,146.0
2019-05-26,2019-05-26,83,9882.0,160.0
2019-05-27,2019-05-27,77,8790.0,0.0
